ID,Attrition_Flag,Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Used_Bal,Total_Unused_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
360380604,Attrited Customer,44,M,1,College,Single,$120K +,Blue,47,2,6,2,5267.9,357,4432,0.798,2496,41,0.64,0.075
356415954,Existing Customer,44,F,1,College,Married,$40K - $60K,Blue,49,2,3,1,3829.1,603,2878,0.692,4556,81,0.473,0.173
399244629,Existing Customer,44,F,1,Uneducated,Divorced,N/A,Blue,53,1,4,1,4079.9,1197,2512,0.824,5557,82,1,0.323
412381891,Existing Customer,44,F,0,College,Single,Less than $40K,Blue,55,2,3,3,2909.5,1127,1518,0.623,4251,76,0.767,0.426
390036579,Existing Customer,44,M,0,High School,Single,Less than $40K,Blue,44,2,1,1,4169,1149,2641,0.597,4455,85,0.604,0.303
356892279,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,36,1,3,3,3861,941,2569,0.717,4833,77,0.75,0.268
358573104,Attrited Customer,44,F,1,Graduate,Single,Less than $40K,Blue,51,1,6,4,4682.7,2517,1740,0.703,2828,50,1.083,0.591
375571929,Existing Customer,44,F,1,High School,Single,N/A,Blue,52,2,1,1,8169.7,2421,5006,0.701,4636,91,0.82,0.326
389426679,Existing Customer,44,F,0,College,Single,Less than $40K,Blue,40,1,4,3,3626.7,0,3297,0.861,4783,91,0.685,0
359256616,Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,48,1,4,3,19798.9,1861,16138,0.791,4740,78,0.95,0.103
392743891,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,53,2,3,0,2178,1409,571,0.743,5350,96,0.714,0.712
358177441,Attrited Customer,44,F,0,Graduate,NaN,N/A,Blue,49,2,4,2,9983.6,0,9076,0.899,3048,53,0.656,0
359879866,Attrited Customer,44,F,0,N/A,Single,$40K - $60K,Blue,52,2,6,3,2037.2,0,1852,0.902,2851,49,0.75,0
390004179,Attrited Customer,44,M,0,Uneducated,NaN,$60K - $80K,Blue,48,2,9,2,14489.2,0,13172,0.876,2598,47,0.621,0
357021054,Existing Customer,44,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,3,2,12100,1013,9987,0.697,7302,86,0.654,0.092
356712691,Attrited Customer,44,F,1,High School,Single,Less than $40K,Blue,46,2,4,2,8232.4,1939,5545,0.994,4923,56,0.333,0.259
360734266,Existing Customer,44,M,1,Graduate,Single,N/A,Blue,36,1,7,2,13491.5,1412,10853,0.643,7470,82,0.783,0.115
358691304,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Silver,36,2,3,2,29361.2,2517,24175,0.796,8780,86,0.654,0.094
356604654,Existing Customer,44,M,0,Graduate,Single,$60K - $80K,Blue,46,2,4,2,18939.8,1829,15389,0.638,7971,97,0.83,0.106
356757316,Attrited Customer,44,M,2,Graduate,Single,$60K - $80K,Blue,50,2,6,2,6846.4,0,6224,0.801,8291,69,1.029,0
354967404,Existing Customer,44,M,1,N/A,Single,$40K - $60K,Silver,51,2,3,1,16680.4,1071,14093,0.9,13062,103,0.717,0.071
394775229,Existing Customer,44,M,0,High School,Single,$40K - $60K,Silver,52,1,3,1,16745.3,1729,13494,0.863,14230,111,0.79,0.114
355504254,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,50,2,1,2,12988.8,0,11808,0.813,13751,113,0.823,0
358374241,Existing Customer,44,F,1,Uneducated,Married,$40K - $60K,Blue,36,2,3,3,4092,1569,2151,0.891,16208,129,0.792,0.422
357822954,Attrited Customer,44,M,0,High School,Single,$80K - $120K,Gold,48,5,3,6,37967.6,0,34516,0.969,8480,71,0.821,0
358119241,Attrited Customer,44,M,0,College,Married,$80K - $120K,Blue,50,3,3,3,14209.8,2352,10566,1.008,9138,76,0.9,0.182
359148841,Attrited Customer,44,F,1,High School,Single,Less than $40K,Blue,50,1,0,3,4493.5,0,4085,0.787,7597,71,0.69,0
358360741,Attrited Customer,44,M,0,Uneducated,Single,$40K - $60K,Blue,52,1,3,2,15903.8,2017,12441,0.99,8696,72,0.895,0.14
356168604,Existing Customer,44,F,2,N/A,Single,N/A,Blue,46,2,4,2,26104.1,1890,21841,0.677,13647,93,0.576,0.08
355339966,Attrited Customer,44,M,1,Graduate,Single,$80K - $120K,Blue,54,2,7,4,17196.3,0,15633,0.984,8660,58,0.758,0
360118704,Existing Customer,44,M,1,Doctorate,Single,$80K - $120K,Blue,49,4,3,2,24986.5,707,22008,0.848,15004,117,0.887,0.031
357430404,Existing Customer,44,F,1,Graduate,Single,Less than $40K,Blue,39,5,4,2,4844.4,2272,2132,0.809,15709,93,0.722,0.516
360485679,Existing Customer,44,M,0,High School,Single,$80K - $120K,Blue,47,5,4,3,29493.2,1491,25321,0.679,14838,110,0.642,0.056
354223929,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,36,6,4,2,4235,0,3850,0.509,15107,117,0.918,0
358061641,Existing Customer,44,M,1,N/A,Single,$60K - $80K,Blue,48,3,1,2,8016.8,0,7288,0.64,14873,120,0.714,0
354823216,Attrited Customer,45,F,1,High School,Married,Less than $40K,Blue,50,1,6,3,5547.3,743,4300,0.805,10170,66,0.784,0.147
406313604,Existing Customer,45,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1582.13,738,700.3,0.782,1226,33,0.571,0.513
357303279,Existing Customer,45,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,2104.3,1272,641,1.008,1448,22,1,0.665
386168229,Attrited Customer,45,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,6,3,1582.13,1025,413.3,0.838,702,12,0.714,0.713
358229491,Existing Customer,45,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3609.1,837,2444,1.859,1424,29,1.417,0.255
358696179,Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,50,6,3,2,25753.2,1078,22334,0.79,1786,50,0.786,0.046
359096979,Existing Customer,45,M,0,Uneducated,Single,Less than $40K,Blue,53,5,4,2,2642.2,1728,674,0.652,1650,53,0.606,0.719
355848579,Existing Customer,45,M,0,Graduate,Married,Less than $40K,Blue,36,6,3,2,2173.6,1311,665,0.995,1498,43,0.536,0.663
359972716,Existing Customer,45,F,1,Uneducated,Divorced,$40K - $60K,Blue,48,3,3,2,2277,0,2070,0.708,1793,53,0.963,0
408831954,Existing Customer,45,F,1,Graduate,Married,$40K - $60K,Blue,42,5,4,3,6493.3,1335,4568,0.914,1137,27,0.929,0.226
358545091,Existing Customer,45,M,1,Doctorate,Married,$120K +,Blue,50,6,1,2,23866.7,2144,19553,0.654,2117,48,0.655,0.099
358454641,Existing Customer,45,M,1,Post-Graduate,Single,$80K - $120K,Blue,48,3,1,3,33720.5,0,30655,0.475,3280,78,0.625,0
359733279,Existing Customer,45,F,0,High School,Single,N/A,Blue,36,3,3,2,5000.6,0,4546,0.66,1361,34,0.308,0
357443266,Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,4,4,2,3806,2517,943,1.144,1752,34,1.125,0.727
355939366,Existing Customer,45,M,1,Uneducated,Married,$60K - $80K,Blue,48,3,1,3,11290.4,2073,8191,0.62,1685,45,0.364,0.202
356835166,Existing Customer,45,M,1,N/A,Single,Less than $40K,Blue,52,5,4,2,2734.6,1464,1022,0.731,1378,27,0.421,0.589
356410666,Existing Customer,45,M,0,Uneducated,Married,$60K - $80K,Blue,47,3,4,3,10397.2,2517,6935,0.73,1825,50,0.613,0.266
357524791,Existing Customer,45,M,1,N/A,Married,$60K - $80K,Blue,54,5,4,3,3737.8,2341,1057,0.714,1169,31,0.409,0.689
389523204,Existing Customer,45,M,0,Graduate,Married,$40K - $60K,Blue,41,3,3,4,2703.8,1880,578,0.759,1238,30,0.579,0.765
389391429,Existing Customer,45,M,1,Graduate,Single,Less than $40K,Blue,48,5,4,3,4378,930,3050,0.72,4449,82,0.608,0.234
360222766,Existing Customer,45,F,1,College,Married,Less than $40K,Blue,53,4,4,3,3680.6,922,2424,0.913,1276,21,0.75,0.276
394631341,Existing Customer,45,M,1,N/A,Divorced,$40K - $60K,Blue,49,4,4,2,3313.2,0,3012,0.538,1315,23,0.278,0
355127604,Existing Customer,45,M,0,Uneducated,Married,Less than $40K,Blue,49,4,3,4,2303.4,1560,534,0.537,1969,41,0.367,0.745
397056879,Existing Customer,45,M,0,High School,Married,$60K - $80K,Blue,54,6,1,2,10551.2,1968,7624,0.61,1821,55,0.447,0.205
356991654,Existing Customer,45,M,0,Post-Graduate,Married,$60K - $80K,Blue,49,5,1,4,3500.2,1928,1254,0.509,1233,35,0.4,0.606
355572504,Existing Customer,45,F,1,Graduate,Married,$40K - $60K,Blue,47,4,4,2,5516.5,2053,2962,0.442,1325,29,0.381,0.409
406786666,Existing Customer,45,M,1,High School,Married,Less than $40K,Blue,55,5,1,4,2927.1,1466,1195,0.631,1354,25,0.316,0.551
356434366,Existing Customer,45,M,0,Uneducated,Married,Less than $40K,Blue,52,5,1,2,2854.5,2189,406,0.276,1562,27,0.174,0.844
357900354,Existing Customer,45,F,0,Uneducated,Married,Less than $40K,Blue,49,3,1,2,4350.5,2000,1955,0.425,1560,43,0.483,0.506
389471116,Existing Customer,45,F,0,Doctorate,Married,Less than $40K,Blue,45,5,3,4,1582.13,648,790.3,0.477,1267,27,1.077,0.451
407248741,Existing Customer,45,M,0,Uneducated,Married,$60K - $80K,Blue,55,6,1,2,7126.9,1393,5086,0.468,1618,47,0.958,0.215
358409979,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,50,3,1,2,9936.3,845,8188,0.663,1661,35,0.4,0.094
394392129,Existing Customer,45,M,2,High School,Married,N/A,Blue,41,5,3,4,3307.7,1664,1343,0.34,1475,31,0.632,0.553
359464854,Existing Customer,45,F,0,Graduate,Married,Less than $40K,Blue,50,4,3,2,3461.7,1602,1545,0.569,1558,23,0.643,0.509
358112716,Existing Customer,45,M,1,Uneducated,Single,$80K - $120K,Blue,51,6,4,4,29222.6,2517,24049,0.985,3103,65,0.625,0.095
393043816,Existing Customer,45,M,0,N/A,Married,$60K - $80K,Blue,54,4,1,0,3034.9,2501,258,0.505,1650,34,0.7,0.906
358635991,Existing Customer,45,M,0,College,Single,$80K - $120K,Silver,53,6,4,2,37967.6,1388,33128,0.791,3261,64,0.684,0.04
359000191,Existing Customer,45,F,1,Graduate,Single,N/A,Blue,51,3,4,4,25922.6,1147,22419,0.629,4274,64,0.641,0.049
359620179,Existing Customer,45,M,1,N/A,Single,$60K - $80K,Blue,50,4,4,0,11767.8,1790,8908,0.981,4095,67,0.914,0.167
354435579,Existing Customer,45,M,1,Graduate,Single,$60K - $80K,Silver,42,4,4,4,31571.1,0,28701,1.165,3516,57,0.727,0
407542854,Attrited Customer,45,F,0,High School,Single,$40K - $60K,Blue,55,1,7,5,11970.2,2517,8365,0.266,1861,46,0.278,0.231
359641216,Existing Customer,45,F,0,Graduate,Single,N/A,Blue,48,3,4,4,7058.7,1372,5045,1.154,3280,71,0.69,0.214
355356804,Existing Customer,45,M,0,Uneducated,Single,$80K - $120K,Blue,36,6,4,2,26980.8,2396,22132,0.81,4070,67,0.718,0.098
360482341,Existing Customer,45,M,0,High School,Single,$40K - $60K,Blue,36,5,4,2,5962,0,5420,0.81,3477,60,0.622,0
355711779,Existing Customer,45,F,1,Post-Graduate,Single,$40K - $60K,Blue,50,4,1,2,5066.6,0,4606,0.857,4181,63,1.032,0
358192516,Existing Customer,45,F,1,Graduate,Single,N/A,Blue,36,6,1,3,4848.8,1201,3207,0.77,4157,71,0.651,0.272
406877829,Existing Customer,45,M,1,Graduate,Single,$80K - $120K,Blue,55,6,3,1,12676.4,0,11524,0.682,3598,72,0.532,0
358960291,Existing Customer,45,F,1,Uneducated,Divorced,Less than $40K,Blue,49,5,3,2,1587.3,0,1443,0.875,4673,59,0.735,0
359273679,Existing Customer,45,F,2,Uneducated,NaN,$40K - $60K,Blue,52,4,4,2,2943.6,1740,936,0.735,3863,69,0.725,0.65
360054391,Existing Customer,45,F,1,Uneducated,Single,N/A,Blue,50,6,4,3,8204.9,1717,5742,1.001,4328,68,0.581,0.23
359141491,Existing Customer,45,M,0,College,NaN,Less than $40K,Blue,47,6,4,3,3383.6,2257,819,0.795,4522,75,0.471,0.734
354585054,Attrited Customer,45,F,1,N/A,Single,$40K - $60K,Blue,41,3,3,4,2667.5,0,2425,0.187,1522,36,0.2,0
357200154,Existing Customer,45,F,0,Uneducated,Single,Less than $40K,Silver,49,3,1,1,12166,1647,9413,0.938,4545,83,0.766,0.149
354928516,Existing Customer,45,F,1,College,Single,$40K - $60K,Blue,50,5,1,3,1582.13,0,1438.3,0.578,4148,84,0.714,0
356532391,Existing Customer,45,F,1,N/A,NaN,$40K - $60K,Blue,48,3,4,4,5898.2,2057,3305,0.763,4205,83,0.766,0.384
354936841,Existing Customer,45,M,0,Doctorate,NaN,$40K - $60K,Silver,53,4,3,1,18195.1,1428,15113,0.846,4352,82,0.907,0.086
358911054,Existing Customer,45,F,0,Uneducated,Single,Less than $40K,Blue,48,3,3,3,3632.2,2517,785,0.785,4613,85,0.932,0.762
404535541,Existing Customer,45,F,1,Graduate,Single,Less than $40K,Blue,55,4,1,0,2580.6,2150,196,0.666,4592,90,0.8,0.916
360117804,Existing Customer,45,F,0,Graduate,NaN,Less than $40K,Blue,36,4,4,1,4210.8,0,3828,0.599,4470,58,0.812,0
359897191,Existing Customer,45,F,2,College,Married,Less than $40K,Blue,41,6,3,2,4583.7,0,4167,0.917,5039,85,0.809,0
360146491,Existing Customer,45,F,0,Graduate,Married,Less than $40K,Blue,51,6,1,2,2453,1796,434,0.637,4929,61,0.488,0.805
354599679,Attrited Customer,45,M,1,Uneducated,Married,Less than $40K,Blue,36,1,4,4,3647.6,0,3316,0.372,1684,19,0.188,0
355689541,Existing Customer,45,F,0,Doctorate,Single,Less than $40K,Blue,42,5,4,3,3033.8,1429,1329,0.718,5124,74,0.644,0.518
354328516,Existing Customer,45,F,2,College,Single,Less than $40K,Blue,54,5,4,2,2963.4,1923,771,0.714,3837,71,0.732,0.714
358525441,Existing Customer,45,F,1,High School,Single,Less than $40K,Blue,36,5,3,2,2956.8,1617,1071,0.552,4183,71,0.614,0.602
403214454,Existing Customer,45,F,1,Graduate,Single,N/A,Blue,55,3,4,3,14736.7,0,13397,0.814,5049,75,0.63,0
358201816,Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,50,5,4,2,3768.6,1650,1776,0.622,4467,69,1.029,0.482
401828566,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,54,6,4,3,2032.8,1408,440,0.779,4757,75,0.923,0.762
355555816,Existing Customer,45,M,1,High School,Single,$40K - $60K,Silver,49,5,3,2,23849.1,0,21681,0.704,3844,75,1.083,0
357078316,Existing Customer,45,F,0,N/A,Single,N/A,Blue,36,3,4,2,3374.8,0,3068,0.897,4533,79,0.795,0
386197441,Attrited Customer,45,F,1,Uneducated,Single,N/A,Blue,50,3,9,3,8094.9,0,7359,0.768,2869,43,0.433,0
359722816,Existing Customer,45,F,0,Uneducated,Married,Less than $40K,Blue,36,4,3,3,1761.1,0,1601,0.829,4919,69,1.091,0
357807616,Existing Customer,45,F,1,High School,Divorced,Less than $40K,Blue,48,5,4,3,3010.7,1812,925,0.703,4507,86,0.955,0.662
359198829,Existing Customer,45,F,0,N/A,Single,$40K - $60K,Blue,36,6,4,2,4526.5,1231,2884,0.745,3627,61,1.179,0.299
385419804,Existing Customer,45,F,1,N/A,Single,Less than $40K,Blue,47,6,1,1,2633.4,1427,967,0.803,4611,82,0.783,0.596
389639941,Attrited Customer,45,F,2,High School,Married,Less than $40K,Blue,42,3,4,2,1582.13,0,1438.3,0.061,1628,42,0.077,0
357388929,Existing Customer,45,F,2,N/A,Married,Less than $40K,Blue,36,6,4,2,2577.3,2066,277,0.72,4858,69,0.917,0.882
357427554,Existing Customer,45,F,0,High School,Married,Less than $40K,Blue,50,6,0,1,3812.6,973,2493,0.652,4073,69,0.605,0.281
385727754,Existing Customer,45,F,0,College,Single,Less than $40K,Blue,48,5,1,3,1582.13,0,1438.3,0.653,4104,83,0.729,0
358957891,Attrited Customer,45,M,0,N/A,Married,$60K - $80K,Blue,47,5,1,3,4995.1,1037,3504,0.825,2829,44,0.467,0.228
357535741,Existing Customer,45,F,1,Uneducated,Divorced,$40K - $60K,Blue,52,4,3,3,3082.2,2517,285,0.664,4392,81,0.723,0.898
374097316,Existing Customer,45,F,1,Graduate,Divorced,Less than $40K,Blue,53,5,7,3,3193.3,1251,1652,0.879,4555,76,0.727,0.431
413404104,Existing Customer,45,F,0,High School,Single,$40K - $60K,Blue,56,3,7,2,2434.3,829,1384,0.639,4210,84,0.714,0.375
356142954,Existing Customer,45,F,1,High School,Single,Less than $40K,Blue,49,5,6,1,2729.1,1925,556,0.723,5228,73,0.78,0.776
355842879,Existing Customer,45,F,1,Graduate,Single,$40K - $60K,Blue,42,3,3,1,3667.4,1151,2183,0.752,4791,101,0.629,0.345
355776654,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,48,3,1,3,1582.13,750,688.3,0.771,4542,88,0.833,0.521
385763754,Existing Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,48,3,6,1,11974.6,1145,9741,0.749,3488,66,0.535,0.105
383502841,Existing Customer,45,M,0,N/A,Single,$40K - $60K,Blue,46,6,3,1,1959.1,1551,230,0.722,3527,66,0.61,0.871
360577104,Existing Customer,45,F,1,N/A,Married,Less than $40K,Blue,36,3,6,3,3170.2,2081,801,0.644,4933,103,0.661,0.722
394543929,Existing Customer,45,F,0,Graduate,Married,$40K - $60K,Blue,48,4,3,1,3697.1,2473,888,0.895,4589,69,1.029,0.736
359162491,Existing Customer,45,F,0,College,Married,Less than $40K,Blue,49,5,4,3,1797.4,1155,479,0.874,4522,83,0.766,0.707
359010204,Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,36,3,6,3,2174.7,545,1432,0.901,4393,72,0.946,0.276
360007591,Existing Customer,45,M,1,Graduate,Married,$120K +,Blue,46,6,4,1,5643,2048,3082,0.776,4601,88,0.76,0.399
356320291,Existing Customer,45,F,0,Doctorate,Married,N/A,Blue,51,4,1,3,8258.8,2148,5360,0.89,4950,70,0.707,0.286
356664054,Existing Customer,45,F,1,College,Married,Less than $40K,Blue,36,2,3,2,1838.1,1047,624,0.727,5189,79,0.795,0.627
358336629,Existing Customer,45,F,1,N/A,Single,Less than $40K,Blue,36,1,1,3,2581.7,1488,859,0.621,3977,83,0.886,0.634
384854529,Existing Customer,45,M,1,Uneducated,Single,$60K - $80K,Blue,54,1,3,1,3979.8,972,2646,0.578,4228,63,0.465,0.269
410347066,Attrited Customer,45,F,0,High School,Married,N/A,Blue,55,4,1,3,6103.9,0,5549,0.703,2412,38,0.52,0
389517354,Existing Customer,45,F,0,Doctorate,Married,N/A,Blue,41,1,4,1,11803,970,9760,0.645,4939,71,0.972,0.09
359412954,Existing Customer,45,F,1,Doctorate,Single,N/A,Blue,47,1,1,1,4183.3,1448,2355,0.565,4575,78,0.592,0.381
357462241,Existing Customer,45,F,1,N/A,Single,Less than $40K,Blue,46,2,4,2,5090.8,2327,2301,0.611,4226,92,0.736,0.503
355049679,Existing Customer,45,F,1,N/A,Single,$40K - $60K,Blue,36,2,4,1,4354.9,0,3959,0.806,4935,92,0.804,0
357283066,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,36,1,3,2,3562.9,2356,883,0.621,4621,91,0.75,0.727
400681816,Existing Customer,45,F,2,Graduate,Married,N/A,Blue,54,1,3,2,3691.6,1664,1692,0.862,5200,81,0.929,0.496
393741016,Attrited Customer,45,M,1,High School,Divorced,$80K - $120K,Blue,48,1,7,3,31823,0,28930,0.645,2251,27,0.227,0
393751441,Existing Customer,45,F,1,Doctorate,Single,N/A,Silver,48,1,3,1,37967.6,1542,32974,0.603,7443,98,0.556,0.045
384576391,Attrited Customer,45,F,2,High School,Single,Less than $40K,Blue,54,1,9,2,8955.1,1811,6330,1.043,5043,53,0.432,0.222
394791241,Existing Customer,45,M,1,High School,Divorced,$40K - $60K,Blue,53,2,4,3,10305.9,1813,7556,0.658,7699,101,0.629,0.194
408164154,Existing Customer,45,F,0,Graduate,Married,Less than $40K,Blue,55,2,1,3,4150.3,0,3773,0.684,14264,118,0.873,0
357805366,Attrited Customer,45,M,1,Uneducated,Married,$40K - $60K,Blue,47,6,1,5,4108.5,1175,2560,1.036,8193,66,0.65,0.315
358044391,Attrited Customer,45,M,0,College,Married,$80K - $120K,Blue,50,1,6,2,32162.9,0,29239,1.057,8169,65,0.585,0
360186241,Existing Customer,45,F,0,High School,Married,Less than $40K,Blue,36,1,1,3,4561.7,2262,1885,0.565,14624,111,0.79,0.545
359399979,Existing Customer,45,F,1,Graduate,Married,N/A,Blue,52,2,4,3,14643.2,1974,11338,0.898,14336,106,0.656,0.148
358586679,Existing Customer,45,F,0,Graduate,Single,$40K - $60K,Blue,47,1,3,3,10452.2,1881,7621,0.717,14418,100,0.754,0.198
354255429,Existing Customer,45,F,1,Uneducated,Single,Less than $40K,Blue,47,1,4,2,5395.5,2413,2492,0.853,15478,109,0.73,0.492
358701579,Existing Customer,45,F,0,Uneducated,Single,Less than $40K,Blue,47,1,3,2,10597.4,2076,7558,0.876,14218,102,0.759,0.215
356827554,Existing Customer,45,F,1,Graduate,Single,Less than $40K,Blue,45,2,4,1,10727.2,1423,8329,0.872,14220,108,0.964,0.146
356115654,Existing Customer,45,M,0,Graduate,Single,Less than $40K,Silver,47,1,1,3,15402.2,1413,12589,0.621,13849,128,0.882,0.101
402079291,Existing Customer,45,M,1,High School,Married,Less than $40K,Silver,55,2,3,3,14738.9,1456,11943,0.856,16493,122,0.649,0.109
397066404,Existing Customer,45,M,0,Uneducated,Married,$40K - $60K,Blue,54,3,4,3,14338.5,1285,11750,0.761,14585,97,0.98,0.099
395100579,Existing Customer,45,F,1,Uneducated,Married,Less than $40K,Silver,54,2,3,3,14368.2,1731,11331,0.936,13609,108,0.565,0.133
359264004,Existing Customer,45,F,1,High School,Married,Less than $40K,Blue,47,2,4,1,4229.5,1460,2385,0.857,14432,106,0.828,0.38
354248416,Attrited Customer,45,M,1,High School,Single,Less than $40K,Blue,50,4,6,5,5074.3,0,4613,0.978,8970,78,1.294,0
357464079,Existing Customer,45,M,0,High School,Single,$80K - $120K,Silver,36,1,3,3,37967.6,806,33710,0.755,13434,102,0.672,0.023
358620616,Existing Customer,45,F,1,N/A,Single,Less than $40K,Blue,51,3,4,3,6697.9,1341,4748,0.757,14112,123,0.809,0.22
406950729,Existing Customer,45,M,1,High School,Single,$60K - $80K,Silver,55,5,7,3,37967.6,1642,32874,0.709,14954,95,0.696,0.048
359227816,Existing Customer,45,F,0,Graduate,Single,N/A,Gold,55,4,4,2,8215.9,2517,4952,0.656,16328,124,0.771,0.337
359950366,Existing Customer,45,M,1,High School,Married,$40K - $60K,Blue,47,3,1,3,10785.5,1007,8798,0.8,14641,95,0.9,0.103
403080054,Existing Customer,45,M,1,High School,Married,$40K - $60K,Blue,56,2,3,3,3512.3,2517,676,1.831,1336,30,1.143,0.788
357542866,Existing Customer,45,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,3232.9,1999,940,2.145,2434,33,1.538,0.68
394488916,Existing Customer,45,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5898.2,1274,4088,1.015,1876,41,0.783,0.238
355013754,Existing Customer,45,M,0,Graduate,Married,$60K - $80K,Blue,54,3,3,0,1777.6,1047,569,0.984,1389,33,1.2,0.648
411484929,Existing Customer,45,F,0,Graduate,Married,N/A,Blue,56,4,1,3,6143.5,1465,4120,1.503,1787,31,0.722,0.262
355932391,Existing Customer,45,M,1,Uneducated,Single,$60K - $80K,Blue,46,5,4,2,2421.1,1138,1063,0.675,1199,32,0.6,0.517
389088054,Existing Customer,45,M,0,High School,Single,$60K - $80K,Blue,51,4,3,2,6054.4,1412,4092,0.722,1290,38,0.462,0.257
360528879,Existing Customer,45,F,1,N/A,Married,N/A,Blue,47,4,3,3,1582.13,0,1438.3,1.337,1449,27,1.455,0
359365591,Attrited Customer,45,M,1,N/A,Married,$40K - $60K,Blue,49,1,3,2,6019.2,788,4684,0.526,705,14,0.273,0.144
356745241,Existing Customer,45,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,3,2,23914,0,21740,0.676,1755,54,0.543,0
406210179,Attrited Customer,45,F,0,Graduate,Married,Less than $40K,Blue,56,3,4,3,2334.2,554,1568,0.857,949,17,0.133,0.261
354835854,Existing Customer,45,M,0,Uneducated,Single,$80K - $120K,Blue,36,4,3,1,21289.4,984,18370,0.956,1207,32,0.684,0.051
356994616,Existing Customer,45,M,0,Post-Graduate,Married,N/A,Blue,53,6,3,3,15877.4,1927,12507,2.675,1731,32,3.571,0.134
357924204,Existing Customer,45,M,1,Graduate,NaN,$80K - $120K,Blue,52,6,9,1,9736.1,0,8851,0.731,1257,36,0.44,0
389286616,Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,54,3,3,2,3412.2,2091,1011,0.704,1977,50,1,0.674
360073816,Existing Customer,45,M,1,N/A,Single,$40K - $60K,Blue,47,3,3,2,13106.5,1631,10284,0.748,1956,63,0.537,0.137
357616029,Existing Customer,45,M,0,Post-Graduate,Married,$40K - $60K,Blue,53,5,1,2,6117.1,1434,4127,1.423,1820,42,0.826,0.258
360518116,Existing Customer,45,M,0,High School,Married,$60K - $80K,Blue,36,4,4,3,10089.2,1567,7605,1.451,1836,42,0.75,0.171
355377466,Attrited Customer,45,F,0,Graduate,Married,Less than $40K,Blue,49,6,3,3,1582.13,0,1438.3,0.94,840,20,0.818,0
355855741,Existing Customer,45,M,0,High School,Married,$80K - $120K,Blue,50,4,1,3,3080,2448,352,0.549,1433,40,0.481,0.874
411065341,Existing Customer,45,M,0,Graduate,Married,$80K - $120K,Blue,56,4,3,4,9262,1389,7031,0.522,1114,34,0.545,0.165
358634229,Existing Customer,45,M,0,Graduate,Married,$60K - $80K,Blue,49,4,4,4,3687.2,1713,1639,0.657,1952,50,0.667,0.511
358307791,Existing Customer,45,F,1,High School,Married,Less than $40K,Blue,51,3,4,3,1974.5,794,1001,0.953,1834,59,1.107,0.442
357503791,Existing Customer,45,F,0,N/A,NaN,N/A,Blue,36,4,3,2,1981.1,0,1801,1.234,3193,62,1.48,0
356755554,Existing Customer,45,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,4,4,1582.13,847,591.3,0.436,1397,43,0.483,0.589
389806404,Existing Customer,45,M,1,Graduate,Married,$40K - $60K,Blue,50,6,3,4,2784.1,2360,171,0.955,1263,35,0.591,0.932
358839204,Existing Customer,45,F,1,Doctorate,Married,$40K - $60K,Blue,47,4,3,4,9496.3,2517,6116,0.681,2066,51,0.457,0.292
355754829,Attrited Customer,45,M,2,Graduate,Married,$120K +,Blue,49,3,0,4,12511.4,2517,8857,1.015,1088,26,1.167,0.221
382388416,Existing Customer,45,M,0,Graduate,Married,$40K - $60K,Blue,54,3,4,2,3384.7,1646,1431,0.456,1523,30,0.579,0.535
359690866,Existing Customer,45,M,2,High School,Single,$60K - $80K,Blue,47,5,3,3,2392.5,1404,771,0.633,3994,64,0.778,0.646
360507429,Existing Customer,45,F,0,Graduate,Married,Less than $40K,Blue,53,4,1,2,3236.2,2022,920,0.537,1479,28,0.217,0.687
390109741,Existing Customer,45,F,0,Graduate,Married,Less than $40K,Blue,51,4,3,1,2475,1041,1209,0.678,1339,28,0.867,0.463
